coaster_name,Length,Speed,Location,Status,Opening date,Type,Manufacturer,Height restriction,Model,Height,Inversions,Lift/launch system,Cost,Trains,Park section,Duration,Capacity,G-force,Designer,Max vertical angle,Drop,Soft opening date,Fast Lane available,Replaced,Track layout,Fastrack available,Soft opening date.1,Closing date,Opened,Replaced by,Website,Flash Pass Available,Must transfer from wheelchair,Theme,Single rider line available,Restraint Style,Flash Pass available,Acceleration,Restraints,Name,year_introduced,latitude,longitude,Type_Main,opening_date_clean,speed1,speed2,speed1_value,speed1_unit,speed_mph,height_value,height_unit,height_ft,Inversions_clean,Gforce_clean
X-Flight (Geauga Lake),"3,340 ft (1,020 m)",50 mph (80 km/h),Other,,,Steel – Flying,Vekoma,54–80 in (137–203 cm),Flying Dutchman (1018m),115 ft (35 m),5,Chain lift hill,US$15 million,2 trains with 6 cars. Riders are arranged 4 across in a single row for a total of 24 riders per train.,,2:10,520 riders per hour,4.3,,33°,,"May 24, 2001",,,,,"May 24, 2001",,,Orion[1],,,,,,,,,,,2001,,,Steel,,50 mph ,80 km/h,50.0,mph,50.0,115.0,ft,,5,4.3
Apple Zapple (Kings Dominion),"1,312 ft (400 m)",35 mph (56 km/h),Kings Dominion,Operating,"March 22, 2002",Steel – Wild Mouse,Mack Rides,44 in (112 cm),Wild Mouse / Large Park,52 ft (16 m),0,Chain lift hill,,10 trains with a single car. Riders are arranged 2 across in 2 rows for a total of 4 riders per train.,Candy Apple Grove,,960 riders per hour,,,,50 ft (15 m),,,,Wild Mouse,,,,,,,,,,,,,,,,2002,,,Steel,2002-03-22,35 mph ,56 km/h,35.0,mph,35.0,52.0,ft,,0,
Avalancha (roller coaster),,54.7 mph (88.0 km/h),Xetulul Theme Park,Operating,2002,Steel,Intamin,,Muti-loop,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,,,Steel,2002-01-01,54.7 mph ,88.0 km/h,54.7,mph,54.7,,,,8,
Batman: The Dark Knight (roller coaster),"2,850 ft (870 m)",55 mph (89 km/h),Six Flags New England,Operating,"April 20, 2002[1]",Steel – Floorless Coaster,Bolliger & Mabillard,54 in (137 cm),Floorless Coaster[1],117.8 ft (35.9 m),5,Chain lift hill,"$9,500,000[2]",2 trains with 7 cars. Riders are arranged 4 across in a single row for a total of 28 riders per train.,Gotham City,2:20,,,,,,,,,Twister,,,,,,,,,,Single rider line available,,Flash Pass available,,,,2002,42.0353,-72.6131,Steel,2002-04-20,55 mph ,89 km/h,55.0,mph,55.0,117.8,ft,,5,
Batman: Arkham Asylum (roller coaster),,49.7 mph (80.0 km/h),Parque Warner Madrid,Operating,6 April 2002; 19 years ago,Steel – Inverted,Bolliger & Mabillard,52 in (132 cm),Inverted Coaster (Batman),105 ft (32 m),5,Chain lift hill,,,DC Super Heroes World,1:15,,4.9,,,,,,,,,,,,,,,,,,,,,,,2002,40.2282,-3.5924,Steel,2002-04-06,49.7 mph ,80.0 km/h,49.7,mph,49.7,105.0,ft,,5,4.9
Colossus (Thorpe Park),"2,789 ft (850 m)",45 mph (72 km/h),Thorpe Park,Operating,"March 22, 2002",Steel,Intamin,55–77[1] in (140–196 cm),Multi Inversion Coaster,98 ft (30 m),10,Chain lift hill,"£13,500,000",2 trains with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,Lost City,1:45,,4.2,Werner Stengel,,97 ft (30 m),,,,Intamin Tri Track,Fastrack available,,,,,,,,,,,,,Over the shoulder restraints,,2002,51.4032,-0.513,Steel,2002-03-22,45 mph ,72 km/h,45.0,mph,45.0,98.0,ft,,10,4.2
Escape from Madagascar,"342 m (1,122 ft)",41.8 km/h (26.0 mph),Dreamworld,Operating,26 December 2002,Steel – Suspended Family Coaster,Vekoma,110 cm (3 ft 7 in),Suspended Family Coaster (342m),14.9 m (49 ft),0,Drive tire lift hill,,Single train with 10 cars. Riders are arranged 2 across in a single row for a total of 20 riders per train.,DreamWorks Experience - Madagascar Madness,1:30,650 riders per hour,2.2,,,,,,,,,,,,,,,,,,,,,,,2002,-27.8639,153.3169,Steel,2002-12-26,41.8 km/h ,26.0 mph,41.8,km/h,26.0,14.9,m,48.9,0,2.2
Flying Coaster (Elitch Gardens),"1,282.8 ft (391.0 m)",25.7 mph (41.4 km/h),Other,,,Steel – Flying,Zamperla,52 in (132 cm),Volare,50 ft (15 m),2,Spiral Lift,,7 trains with a single car. Riders are arranged 4 across in a single row for a total of 4 riders per train.,Scream Zone,0:48,500 riders per hour,3.3,Werner Stengel,31°,17 ft (5.2 m),,,,,,,2007,,,,,,,,,,,,,2002,,,Steel,,25.7 mph ,41.4 km/h,25.7,mph,25.7,50.0,ft,,2,3.3
Galactica (roller coaster),"840 m (2,760 ft)",75 km/h (47 mph),Alton Towers,Operating,16 March 2002,Steel – Flying,Bolliger & Mabillard,140 cm (4 ft 7 in),Flying Coaster,20 m (66 ft),2,Chain lift hill,£12 million,3 trains with 7 cars. Riders are arranged 4 across in a single row for a total of 28 riders per train.,Forbidden Valley,1:40,"1,500 riders per hour",3.5,John Wardley,,,,,,Custom,,,,,,,,,,,,,,,,2002,52.9859,-1.8821,Steel,2002-03-16,75 km/h ,47 mph,75.0,km/h,46.6,20.0,m,65.6,2,3.5
Goliath (Walibi Holland),"1,214 m (3,983 ft)",106 km/h (66 mph),Walibi Holland,Operating,"March 29, 2002",Steel,Intamin,140 cm (4 ft 7 in),,47.17 m (154.8 ft),0,Cable lift hill,,2 trains with 8 cars. Riders are arranged 2 across in 2 rows for a total of 32 riders per train.,Speed Zone,1:32,,,Ing.-Büro Stengel GmbH,70°,46.31 m (151.9 ft),,,,,,,,,,,,,,,,,,,,2002,52.4386,5.7614,Steel,2002-03-29,106 km/h ,66 mph,106.0,km/h,65.9,47.17,m,154.8,0,
Jubilee Odyssey,"2,924 ft (891 m)",63 mph (101 km/h),Fantasy Island (UK amusement park),Operating,23 May 2002,Steel – Inverted,Vekoma,51 in (130 cm),SLC (Custom),167 ft (51 m),5,Chain Lift Hill,£28 million,10 cars. Riders are arranged 2 across in a single row for a total of 20 riders per train.,,2:52,350 riders per hour,4.8,,75°,141 ft (43 m),,,,,,,,,,,,,,,,,,,,2002,53.1922,0.3461,Steel,2002-05-23,63 mph ,101 km/h,63.0,mph,63.0,167.0,ft,,5,4.8
Lego Technic Test Track,"400 m (1,300 ft)",56.3 km/h (35.0 mph),Other,,,Steel – Wild Mouse,Mack Rides,,Wild Mouse (large park),15.8 m (52 ft),0,Chain lift hill,,Several trains with a single car. Riders are arranged 2 across in 2 rows for a total of 4 riders per train.,,1:35,,,,,15.2 m (50 ft),,,,,,,,,,,,,,,,,,,Das große LEGO-Rennen,2002,,,Steel,,56.3 km/h ,35.0 mph,56.3,km/h,35.0,15.8,m,51.8,0,
Lost Coaster of Superstition Mountain,"1,400 ft (430 m)",20 mph (32 km/h),Indiana Beach,Operating,"June 6, 2002",Wood,Custom Coasters International,48 in (122 cm),,35 ft (11 m),,Elevator Lift,,3 trains with 2 cars. Riders are arranged 2 across in 2 rows for a total of 8 riders per train.,,,,,,,,,,Superstition Mountain Mine Ride,,,,,,,,,,,,,,,,,2002,40.7886,-86.77,Wood,2002-06-06,20 mph ,32 km/h,20.0,mph,20.0,35.0,ft,,0,
New Mexico Rattler,"2,750 ft (840 m)",47 mph (76 km/h),Cliff's Amusement Park,Operating,"September 28, 2002",Wood – Steel,,48 in (122 cm),,80 ft (24 m),,,"$2,000,000",Single train with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,1:15,,,,52°,75 ft (23 m),,,,Out and back,,,,,,,,,,,,,,,,2002,35.143,-106.5884,Wood,2002-09-28,47 mph ,76 km/h,47.0,mph,47.0,80.0,ft,,0,
Primeval Whirl,"1,377.9 ft (420.0 m)",29.1 mph (46.8 km/h),Disney's Animal Kingdom,Removed,"March 31, 2002",Steel – Spinning – Wild Mouse,Reverchon Industries,48 in (122 cm),Spinning Coaster,42.7 ft (13.0 m),0,Chain lift hill,,,DinoLand U.S.A. - Chester & Hester's Dino-Rama,1:30,900 riders per hour,2.5,Walt Disney Imagineering,,,,,,Wild Mouse,,,"March 15, 2020",,,,,,,,,,,,,2002,28.3564,-81.5877,Steel,2002-03-31,29.1 mph ,46.8 km/h,29.1,mph,29.1,42.7,ft,,0,2.5
Ricochet (Carowinds),"1,214 ft (370 m)",28 mph (45 km/h),Carowinds,Operating,"March 23, 2002",Steel – Wild Mouse,Mack Rides,44 in (112 cm),,45.9 ft (14.0 m),0,Chain lift hill,,,Carolina Boardwalk,1:50,,,,,,,,,,,,,,,,,,,,,,,,,2002,35.1042,-80.9428,Steel,2002-03-23,28 mph ,45 km/h,28.0,mph,28.0,45.9,ft,,0,
Rock 'n' Roller Coaster Starring Aerosmith,"3,267.7 ft (996.0 m)",57 mph (92 km/h),Other,,,Steel – Enclosed – Launched,Vekoma,48 in (122 cm),LSM Coaster,80 ft (24 m),3,LSM launch,,6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,1:22,"1,800 riders per hour",5,Walt Disney Imagineering,,,,,,,,,"September 2, 2019",,Iron Man-themed roller coaster,,,Must transfer from wheelchair,,Single rider line available,,,0 to 57 mph (0 to 92 km/h) in 2.8 seconds,,Rock 'n' Roller Coaster Starring Aerosmith,2002,,,Steel,,57 mph ,92 km/h,57.0,mph,57.0,80.0,ft,,3,5.0
Roller Soaker,"1,300 ft (400 m)",20.5 mph (33.0 km/h),Hersheypark,Removed,"May 4, 2002",Steel – Suspended,Setpoint USA,42 in (107 cm),,70 ft (21 m),,Chain lift hill,,9 trains with a single car. Riders are arranged 2 across in 2 rows for a total of 4 riders per train.,The Boardwalk,,,,,,,,,,,,,"September 3, 2012",,Breakers Edge Water Coaster,,,,,,,,,,,2002,40.2914,-76.6531,Steel,2002-05-04,20.5 mph ,33.0 km/h,20.5,mph,20.5,70.0,ft,,0,
Rugrats Runaway Reptar (Dreamworld),"342 m (1,122 ft)",41.8 km/h (26.0 mph),Dreamworld,Operating,26 December 2002,Steel – Suspended Family Coaster,Vekoma,110 cm (3 ft 7 in),Suspended Family Coaster (342m),14.9 m (49 ft),0,Drive tire lift hill,,Single train with 10 cars. Riders are arranged 2 across in a single row for a total of 20 riders per train.,DreamWorks Experience - Madagascar Madness,1:30,650 riders per hour,2.2,,,,,,,,,,,,,,,,,,,,,,,2002,-27.8639,153.3169,Steel,2002-12-26,41.8 km/h ,26.0 mph,41.8,km/h,26.0,14.9,m,48.9,0,2.2
Scooby-Doo Spooky Coaster,"530 m (1,740 ft)",44.6 km/h (27.7 mph),Warner Bros. Movie World,Operating,17 June 2002[1],Steel – Wild Mouse – Enclosed,Mack Rides,110 cm (3 ft 7 in),Custom,17 m (56 ft),0,Vertical Elevator Lift,"A$13,000,000[1]",18 trains with a single car. Riders are arranged 2 across in 2 rows for a total of 4 riders per train.,,4:13,1000 riders per hour,2.4,Warner Bros. Movie World,,10 m (33 ft),,,Warner Bros. Classics & Great Gremlins Adventure,,,,,,,,,,,,,,,,,2002,-27.9078,153.3111,Steel,2002-06-17,44.6 km/h ,27.7 mph,44.6,km/h,27.7,17.0,m,55.8,0,2.4
Silver Star (roller coaster),"1,620 m (5,310 ft)",127 km/h (79 mph),Europa-Park,Operating,23 March 2002,Steel,Bolliger & Mabillard,55 in (140 cm),Hypercoaster,73 m (240 ft),0,Chain lift hill,,,France,,"1,750 riders per hour",4,,68.5°,67 m (220 ft),,,,Out and Back,,,,,,,,,,,,,,,,2002,48.268,7.72,Steel,2002-03-23,127 km/h ,79 mph,127.0,km/h,78.9,73.0,m,239.5,0,4.0
Star Jet,,,Casino Pier,Removed,2002,Steel,E&F Miler Industries,42 in (107 cm),Hi-Miler,52 ft (16 m),,,,3 trains with 3 cars. Riders are arranged 2 across in a single row for a total of 6 riders per train.,,,,,,,,,,Jet Star,,,,"October 29, 2012",,Hydrus,,,,,,,,,,,2002,39.9428,-74.0683,Steel,2002-01-01,,,,,,52.0,ft,,0,
Superman: La Atracción de Acero,"3,608.9 ft (1,100.0 m)",62.1 mph (99.9 km/h),Parque Warner Madrid,Operating,6 April 2002; 19 years ago,Steel – Floorless Coaster,Bolliger & Mabillard,52 in (132 cm),Floorless Coaster,164.1 ft (50.0 m),7,,,,,2:26,,,,,,,,,,,,,,,,,,,,,,,,,2002,40.2277,-3.5906,Steel,2002-04-06,62.1 mph ,99.9 km/h,62.1,mph,62.1,164.1,ft,,7,
Superman: Ultimate Flight,"2,759–2,798 ft (841–853 m)",51 mph (82 km/h),Other,,,Steel – Flying,Bolliger & Mabillard,54 in (137 cm),Flying Coaster - Superman,106 ft (32 m),2,Chain lift hill,,"Two (Great America) or three (Over Georgia and Great Adventure) trains, with seven (Over Georgia) or eight (Great America or Great Adventure) cars. Riders are arranged four across in one row for a total of 28 (Over Georgia) or 32 (Great America or Great Adventure) riders per train.",,,1100-1500 riders per hour,3,,,100 ft (30 m),,,,,,,,,,,,,,,,Flash Pass available,,,,2002,,,Steel,,51 mph ,82 km/h,51.0,mph,51.0,106.0,ft,,2,3.0
Toboggan (Conneaut Lake Park),450 ft (140 m),,Conneaut Lake Park,Removed,2002,Steel,Chance Rides,,Toboggan,45 ft (14 m),,,,,,1:10,,,,,,,,,,,,2006,,,,,,,,,,,,,2002,41.6341,-80.3137,Steel,2002-01-01,,,,,,45.0,ft,,0,
Tom & Jerry (roller coaster),"1,181 ft (360 m)",22 mph (35 km/h),Parque Warner Madrid,Operating,6 April 2002; 19 years ago,Steel – Family,Zierer,,,26 ft (7.9 m),0,,,,Cartoon Village,1:05,1250 riders per hour,,,,,,,,,,,,,,,,,,,,,,,,2002,40.2298,-3.5961,Steel,2002-04-06,22 mph ,35 km/h,22.0,mph,22.0,26.0,ft,,0,
Le Vampire,"2,700.2 ft (823.0 m)",50 mph (80 km/h),La Ronde,Operating,"May 18, 2002",Steel – Inverted,Bolliger & Mabillard,54 in (137 cm),Inverted Coaster / Batman,105 ft (32 m),5,Chain lift hill,,2 trains with 7 cars. Riders are arranged 4 across in a single row for a total of 28 riders per train.,,1:13 minutes,1400 riders per hour,4,,,,,,,,,,,,,,Flash Pass Available,,,,,,,,,2002,45.5225,-73.5381,Steel,2002-05-18,50 mph ,80 km/h,50.0,mph,50.0,105.0,ft,,5,4.0
Wicked Twister,675 ft (206 m),72 mph (116 km/h),Cedar Point,Closed,"May 5, 2002",Steel – Inverted – Launched,Intamin,52–78 in (132–198 cm),Twisted Impulse Coaster,215 ft (66 m),0,LIM Launch track,$9 million,Single train with 8 cars. Riders are arranged 2 across in 2 rows for a total of 32 riders per train.,,,1000 riders per hour,,Werner Stengel,90°,206 ft (63 m),"May 2, 2002",,Aquarium,,,"May 2, 2002","September 6, 2021",,,,,,,,,,,,,2002,41.482,-82.6799,Steel,2002-05-05,72 mph ,116 km/h,72.0,mph,72.0,215.0,ft,,0,
Winja's Fear & Force,"1,345.17 ft (410.0 m)",37.25 mph (59.9 km/h),Other,Operating,"March 30, 2002",Steel – Spinning – Indoor,Maurer AG,120–200 cm (3 ft 11 in–6 ft 7 in),Xtended SC 3000,57.08 ft (17.4 m),,Elevator Lift,,,Wuze Town,,1440 riders per hour,,Werner Stengel,45°,,,,,,,,,,,,,,,,,,,,,2002,50.8002,6.8777,Steel,2002-03-30,37.25 mph ,59.9 km/h,37.25,mph,37.2,57.08,ft,,0,
X2 (roller coaster),"3,610 ft (1,100 m)",76 mph (122 km/h),Six Flags Magic Mountain,Operating,"January 12, 2002",Steel – 4th Dimension,Arrow Dynamics,48 in (122 cm),4th Dimension Coaster,175 ft (53 m),2,Chain Lift,"$45,000,000 USD to build (2002)$10,000,000 USD to renovate (2008)[1]",3 trains with 7 cars. Riders are arranged 4 across in a single row for a total of 28 riders per train.,Baja Ridge,,1600[2] riders per hour,4Gs,Alan SchilkeRenato Manzoni,88.5°,215 ft (66 m),"December 24, 2001",,,,,"December 24, 2001",,,,,,Must transfer from wheelchair,,,,,,,,2002,34.421,-118.5929,Steel,2002-01-12,76 mph ,122 km/h,76.0,mph,76.0,175.0,ft,,2,4.0
Xcelerator,"2,202 ft (671 m)",82 mph (132 km/h),Knott's Berry Farm,Operating,"June 22, 2002",Steel – Launched,Intamin,52 in (132 cm),Accelerator Coaster,205 ft (62 m),0,Hydraulic catch car launch,"$13,000,000",2 trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,The Boardwalk,1:02 (25 seconds from launch to brakes),"1,330 riders per hour",,Werner Stengel,90°,,,Fast Lane available,Windjammer Surf Racers,Dual Overbank Figure 8,,,,,,,,,,,,,0 − 82 mph (132 km/h) in 2.3 seconds,,,2002,33.8458,-118.0008,Steel,2002-06-22,82 mph ,132 km/h,82.0,mph,82.0,205.0,ft,,0,
Atlantis Adventure,"2,198.1 ft (670.0 m)",46.6 mph (75.0 km/h),Lotte World,Operating,2003,Steel,Intamin,,Suspended looping coaster,72.2 ft (22.0 m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,,,Steel,2003-01-01,46.6 mph ,75.0 km/h,46.6,mph,46.6,72.2,ft,,0,
Balder (roller coaster),"1,070 m (3,510 ft)",90 km/h (56 mph),Liseberg,Operating,12 April 2003,Wood,Intamin,130 cm (4 ft 3 in),Wooden Coaster (Prefabricated Track),36 m (118 ft),0,1 chain lift hill,"100 million SEK (=approx. $12,6 million)",2 trains with 5 cars. Riders are arranged 2 across in 3 rows for a total of 30 riders per train.,,2:08,"1,200 riders per hour",,Ingenieurbüro Stengel GmbH,70°,30.5 m (100 ft),,,,,,,,,,,,,,,,,,,,2003,57.6933,11.9961,Wood,2003-04-12,90 km/h ,56 mph,90.0,km/h,55.9,36.0,m,118.1,0,
Batman: The Ride,"2,693 or 2,700 ft (821 or 823 m)",50 mph (80 km/h),Other,,,Steel – Inverted,Bolliger & Mabillard,54 in (137 cm),Inverted Coaster – Batman,100 or 105 ft (30 or 32 m),5,Chain lift hill,,2 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,,1:45,1280–1400[1][2] riders per hour,4,Werner Stengel,,84.5 ft[3],,,,,,,,,,,,,,Single rider line available,Over-the-shoulder,Flash Pass available,,,,2003,,,Steel,,50 mph ,80 km/h,50.0,mph,50.0,100.0,ft,,5,4.0
Canyon Blaster (Great Escape),"2,000 ft (610 m)",45 mph (72 km/h),Other,,,Steel – Mine Train,Arrow Development,42 in (107 cm),Mine Train,56 ft (17 m),0,Chain lift hill,,,,2 min. 30 sec.,,,,,,,,,,,,1997,,,,,,,,,,,,,2003,,,Steel,,45 mph ,72 km/h,45.0,mph,45.0,56.0,ft,,0,
Dragon Express,80 m (260 ft),,Adventure World,Operating,27 September 2003,Steel – Family,Zamperla,,Family Gravity Coaster 80STD,4 m (13 ft),0,,,Single train with 6 cars. Riders are arranged 2 across in a single row for a total of 12 riders per train.,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,-32.097,115.8181,Steel,2003-09-27,,,,,,4.0,m,13.1,0,
Greased Lightnin' (Six Flags Discovery Kingdom),,,Other,Discontinued,,Other,Anton Schwarzkopf,,,,2,,,,,,1300 riders per hour,,Werner Stengel & Reinhold Spieldiener,,,,,,,,,,,,,,,,,,,,,,2003,,,Other,,,,,,,,,,2,
Greezed Lightnin' (Kentucky Kingdom),,,Other,Discontinued,,Other,Anton Schwarzkopf,,,,2,,,,,,1300 riders per hour,,Werner Stengel & Reinhold Spieldiener,,,,,,,,,,,,,,,,,,,,,,2003,,,Other,,,,,,,,,,2,
Half Pipe (roller coaster),229.7 ft (70.0 m),43.5 mph (70.0 km/h),Other,,,Steel – Launched – Shuttle,Intamin,52 in (132 cm),Half Pipe Coaster (30m),98.4 ft (30.0 m),0,LIM,,"Single train with 2 cars, each seating 8 riders",,2:00,,4.5,Werner Stengel,,,,,,Half pipe coaster,,,2019,,,,,,,,,,,,,2003,,,Steel,,43.5 mph ,70.0 km/h,43.5,mph,43.5,98.4,ft,,0,4.5
Jack Rabbit (Celebration City),,,"Orlando, FloridaKissimmee, FloridaFayetteville, GeorgiaUnited States",Operating,,Other,,,,,,,,,,,,,,,,,,,,,,,"1979 (first park - now closed)December 24, 1997 (Orlando)2007 (Kissimmee) 2017 (Atlanta)",,fun-spot.com,,,Americana,,,,,,,2003,28.3303,-81.5147,Other,,,,,,,,,,0,
The Jester (roller coaster),"1,936 ft (590 m)",40 mph (64 km/h),Other,,,Steel,Vekoma,48 in (122 cm),Hurricane,79 ft (24 m),3,Chain lift hill,"$4,300,000 USD",2 trains with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,,1:24,1200 riders per hour,3.5,,40°,69 ft (21 m),,,,,,,,,Pandemonium,,,,,,,,,,The Joker's Revenge,2003,,,Steel,,40 mph ,64 km/h,40.0,mph,40.0,79.0,ft,,3,3.5
Kiddy Hawk,"1,122 ft (342 m)",26 mph (42 km/h),Carowinds,Operating,"March 22, 2003",Steel – Family – Inverted,Vekoma,44–76 in (112–193 cm),Suspended Family Coaster 342m,49 ft (15 m),0,Tire propelled lift hill,,Single train with 10 cars. Riders are arranged 2 across in a single row for a total of 20 riders per train.,Celebration Plaza,1:30,650 riders per hour,2.2,,,,,,,,,,,,,,,Must transfer from wheelchair,,,,,,,,2003,,,Steel,2003-03-22,26 mph ,42 km/h,26.0,mph,26.0,49.0,ft,,0,2.2
Nemesis Inferno,"750 m (2,460 ft)",80 km/h (50 mph),Thorpe Park,Operating,5 April 2003,Steel – Inverted,Bolliger & Mabillard,140 cm (4 ft 7 in),Inverted Coaster – Custom,29 m (95 ft),4,Chain lift hill,£8 million,2 trains with 7 cars. Riders are arranged 4 across in a single row for a total of 28 riders per train.,The Jungle,1:43,"1,150 riders per hour",5,John Wardley & Werner Stengel & Jordan Forster,,28 m (92 ft),,,Mr. Rabbit's Tropical Travels,,Fastrack available,,,,,,,,,,,,,,,2003,51.4035,-0.5164,Steel,2003-04-05,80 km/h ,50 mph,80.0,km/h,49.7,29.0,m,95.1,4,5.0
Ozark Wildcat,"2,600 ft (790 m)",45 mph (72 km/h),Celebration City,Removed,"May 1, 2003",Wood,Great Coasters International,,,80 ft (24 m),,,"US$4,000,000",2 trains with 12 cars. Riders are arranged 2 across in a single row for a total of 24 riders per train.,,1:30,,,,,,,,,,,,"October 25, 2008",,,,,,,,,,,,,2003,36.6509,-93.2938,Wood,2003-05-01,45 mph ,72 km/h,45.0,mph,45.0,80.0,ft,,0,
Scream (roller coaster),"3,985 ft (1,215 m)",63 mph (101 km/h),Six Flags Magic Mountain,Operating,"April 12, 2003",Steel,Bolliger & Mabillard,54 in (137 cm),Floorless Coaster,150 ft (46 m),7,Chain lift hill,,3 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Screampunk District,3:00,"1,440 riders per hour",4[1],Werner Stengel,,141 ft (43 m),,,,,,,,,,,,Must transfer from wheelchair,,,,Flash Pass available,,,,2003,34.4286,-118.5983,Steel,2003-04-12,63 mph ,101 km/h,63.0,mph,63.0,150.0,ft,,7,4.0
Spider (roller coaster),"1,391.08 ft (424.00 m)",37.3 mph (60.0 km/h),Lagoon,Operating,April 2003,Steel – Spinning,Maurer AG,46 in (117 cm),Xtended SC 2000,50.83 ft (15.49 m),0,,"USD 3,000,000",8 trains with a single car. Riders are arranged 2 across in 2 rows for a total of 4 riders per train.,,1:10,930 riders per hour,,,50°,,,,,,,,,,,,,,,,,,,,,2003,40.9844,-111.895,Steel,2003-04-01,37.3 mph ,60.0 km/h,37.3,mph,37.3,50.83,ft,,0,
Steel Venom (Valleyfair),630 ft (190 m),68 mph (109 km/h),Valleyfair,Operating,"May 17, 2003",Steel – Inverted – Launched,Intamin,52–78 in (132–198 cm),Twisted Impulse Coaster,185 ft (56 m),0,LIM Launch Track,"$8,500,000 USD",Single train with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,,,950 riders per hour,,,90°,175 ft (53 m),,Fast Lane available,,,,,,,,,,,,,,,,,,2003,44.7978,-93.4517,Steel,2003-05-17,68 mph ,109 km/h,68.0,mph,68.0,185.0,ft,,0,
Superman: Ultimate Flight,"2,759–2,798 ft (841–853 m)",51 mph (82 km/h),Other,,,Steel – Flying,Bolliger & Mabillard,54 in (137 cm),Flying Coaster - Superman,106 ft (32 m),2,Chain lift hill,,"Two (Great America) or three (Over Georgia and Great Adventure) trains, with seven (Over Georgia) or eight (Great America or Great Adventure) cars. Riders are arranged four across in one row for a total of 28 (Over Georgia) or 32 (Great America or Great Adventure) riders per train.",,,1100-1500 riders per hour,3,,,100 ft (30 m),,,,,,,,,,,,,,,,Flash Pass available,,,,2003,,,Steel,,51 mph ,82 km/h,51.0,mph,51.0,106.0,ft,,2,3.0
Swamp Thing (Wild Adventures),"1,122 ft (342 m)",26 mph (42 km/h),Wild Adventures,Operating,2003,Steel – Inverted – Family,Vekoma,44 in (112 cm),Suspended Family Coaster (342m),48 ft (15 m),0,,,Single train with 10 cars. Riders are arranged 2 across in a single row for a total of 20 riders per train.,,1:30,,2.2,,,,,,,,,,,,,,,,,,,,,,,2003,30.7196,-83.3217,Steel,2003-01-01,26 mph ,42 km/h,26.0,mph,26.0,48.0,ft,,0,2.2
